transaction_id,payment_id,loan_id,borrower_id,transaction_date,posting_date,transaction_code,payment_type,payment_amount,payment_method,reversal_reason
TXN930070,PMT530070,SL100732,BOR201148,2023-02-23,2023-02-23,PMT,Payment,179.67,Manual - Web,
TXN980701,PMT580701,SL101938,BOR200312,2026-07-23,2026-07-24,PMT,Payment,98.6,ACH Auto-Debit,
TXN989822,PMT589822,SL102174,BOR200862,2025-09-24,2025-09-26,PMT,Payment,129.12,Manual - Web,
TXN969373,PMT569373,SL101664,BOR201680,2024-08-30,2024-08-31,PMT,Payment,25.0,Check,
TXN966701,PMT566701,SL101595,BOR200622,2024-09-11,2024-09-12,PMT,Payment,25.0,ACH Auto-Debit,
TXN955003,PMT555003,SL101316,BOR201590,2026-08-21,2026-08-23,PMT,Payment,114.4,ACH Auto-Debit,
TXN977483,PMT577483,SL101861,BOR200532,2023-08-12,2023-08-13,PMT,Payment,339.04,Manual - Web,
TXN967995,PMT567995,SL101627,BOR200111,2024-05-23,2024-05-25,PMT,Payment,77.78,ACH Auto-Debit,
TXN909276,PMT509276,SL100224,BOR201287,2023-10-29,2023-10-30,PMT,Payment,137.92,ACH Auto-Debit,
TXN985345,PMT585345,SL102065,BOR201663,2025-05-23,2025-05-23,PMT,Payment,123.78,Payroll Deduct,
TXN974231,PMT574231,SL101784,BOR201582,2026-03-19,2026-03-19,PMT,Payment,109.89,,
TXN1001310,PMT601310,SL102452,BOR200322,2022-07-17,2022-07-18,PMT,Payment,126.63,Manual - Web,
TXN912596,PMT512596,SL100307,BOR200023,2023-06-15,2023-06-16,PMT,Payment,190.38,Payroll Deduct,
TXN983783,PMT583783,SL102019,BOR200649,2025-09-18,2025-09-19,PMT,Payment,88.67,Manual - Phone,
TXN964174,PMT564174,SL101529,BOR200544,2026-01-27,2026-01-28,PMT,Payment,56.1,Manual - Phone,
TXN952308,PMT552308,SL101254,BOR201480,2026-03-15,2026-03-16,PMT,Payment,156.35,ACH Auto-Debit,
TXN998028,PMT598028,SL102371,BOR201559,2024-07-10,2024-07-11,PMT,Payment,283.65,Manual - Web,
TXN933179,PMT533179,SL100799,BOR201941,2021-05-05,2021-05-07,PMT,Payment,25.0,ACH Auto-Debit,
TXN908231,PMT508231,SL100202,BOR201579,2021-07-07,2021-07-09,PMT,Payment,159.13,ACH Auto-Debit,
TXN955188,PMT555188,SL101319,BOR200888,2025-12-10,2025-12-11,PMT,Payment,102.47,ACH Auto-Debit,
TXN950603,PMT550603,SL101216,BOR201518,2026-05-16,2026-05-16,PMT,Payment,298.56,Manual - Web,
TXN943043,PMT543043,SL101033,BOR200717,2022-06-16,2022-06-18,PMT,Payment,$79.38,ACH Auto-Debit,
TXN933783,PMT533783,SL100813,BOR200879,2024-05-24,2024-05-24,PMT,Payment,89.98,Check,
TXN901979,PMT501979,SL100048,BOR201299,2021-09-10,2021-09-12,PMT,Payment,117.28,Manual - Web,
TXN990380,PMT590380,SL102186,BOR201239,2023-12-22,2023-12-24,PMT,Payment,194.17,Manual - Phone,
TXN972860,PMT572859,SL101749,BOR201502,2025-01-15,2025-01-17,REV,Reversal,-159.89,ACH Auto-Debit,NSF - Insufficient Funds
TXN952981,PMT552981,SL101270,BOR200618,2025-01-28,2025-01-30,PMT,Payment,72.54,ACH Auto-Debit,
TXN970557,PMT570557,SL101693,BOR200975,2024-08-14,2024-08-15,PMT,Payment,110.38,ACH Auto-Debit,
TXN997581,PMT597581,SL102360,BOR201222,2022-08-20,2022-08-21,PMT,Payment,228.39,Manual - Web,
TXN963604,PMT563604,SL101516,BOR201595,2024-08-05,2024-08-05,PMT,Payment,122.67,Manual - Web,
TXN992510,PMT592510,SL102240,BOR200777,2023-02-13,2023-02-14,PMT,Payment,196.49,Manual - Phone,
TXN946163,PMT546163,SL101101,BOR200088,2025-07-20,2025-07-20,PMT,Payment,25.0,ACH Auto-Debit,
TXN940520,PMT540520,SL100976,BOR202222,2025-03-26,2025-03-28,PMT,Payment,25.0,Check,
TXN903694,PMT503694,SL100091,BOR202125,2023-05-21,2023-05-21,PMT,Payment,77.32,ACH Auto-Debit,
TXN943553,PMT543553,SL101048,BOR201469,2021-10-17,2021-10-17,PMT,Payment,25.0,ACH Auto-Debit,
TXN966616,PMT566616,SL101593,BOR200508,2025-06-12,2025-06-12,PMT,Payment,133.12,Manual - Web,
TXN969893,PMT569893,SL101675,BOR202164,2026-03-22,2026-03-23,PMT,Payment,351.28,ACH Auto-Debit,
TXN974404,PMT574404,SL101790,BOR201414,2022-12-28,2022-12-30,PMT,Payment,25.0,ACH Auto-Debit,
TXN900248,PMT500248,SL100004,BOR201223,2025-12-10,2025-12-12,PMT,Payment,163.28,ACH Auto-Debit,
TXN976887,ADJ876887,SL101847,BOR200516,2026-01-21,2026-01-21,ADJ,Adjustment,-63.38,,
TXN913311,PMT513311,SL100323,BOR201345,2026-06-29,2026-06-29,PMT,Payment,62.71,Check,
TXN946276,PMT546276,SL101103,BOR201031,2025-04-07,2025-04-08,PMT,Payment,247.36,ACH Auto-Debit,
TXN951970,PMT551970,SL101246,BOR202009,2026-05-10,2026-05-11,PMT,Payment,323.99,ACH Auto-Debit,
TXN909853,PMT509853,SL100236,BOR200285,2025-06-10,2025-06-11,PMT,Payment,43.61,Check,
TXN936616,PMT536616,SL100881,BOR201252,2024-08-07,2024-08-08,PMT,Payment,216.81,ACH Auto-Debit,
TXN959056,PMT559056,SL101412,BOR201442,2024-07-31,2024-07-31,PMT,Payment,25.0,ACH Auto-Debit,
TXN971821,PMT571821,SL101721,BOR201888,2024-06-07,2024-06-09,PMT,Payment,132.96,Manual - Web,
TXN904824,PMT504824,SL100117,BOR200375,2025-01-21,2025-01-22,PMT,Payment,25.0,ACH Auto-Debit,
TXN958629,PMT558629,SL101400,BOR200390,2023-12-22,2023-12-23,PMT,Payment,243.02,ACH Auto-Debit,
TXN975502,PMT575502,SL101814,BOR201570,2023-05-06,2023-05-06,PMT,Payment,205.26,ACH Auto-Debit,
TXN950799,PMT550799,SL101221,BOR200526,2022-12-21,2022-12-23,PMT,Payment,287.43,ACH Auto-Debit,
TXN952013,ADJ852013,SL101248,BOR201810,2025-01-20,2025-01-20,ADJ,Adjustment,-56.59,,
TXN916341,PMT516341,SL100405,BOR201650,2022-09-30,2022-10-02,PMT,Payment,200.3,Check,
TXN942798,PMT542798,SL101027,BOR200053,2026-08-20,2026-08-22,PMT,Payment,127.65,Manual - Web,
TXN964494,PMT564494,SL101538,BOR201645,2021-12-22,2021-12-24,PMT,Payment,25.0,ACH Auto-Debit,
TXN914258,PMT514258,SL100351,BOR200065,2023-03-16,2023-03-18,PMT,Payment,238.71,Manual - Web,
TXN992352,PMT592352,SL102237,BOR200239,2024-12-13,2024-12-13,PMT,Payment,118.83,ACH Auto-Debit,
TXN984243,PMT584243,SL102031,BOR201814,2023-08-29,2023-08-30,PMT,Payment,212.21,Manual - Web,
TXN985614,PMT585614,SL102073,BOR201648,2023-01-29,2023-01-29,PMT,Payment,75.58,ACH Auto-Debit,
TXN982037,PMT582037,SL101976,BOR201681,2024-10-26,2024-10-26,PMT,Payment,174.51,ACH Auto-Debit,
TXN977819,PMT577819,SL101871,BOR201357,2024-02-29,2024-02-29,PMT,Payment,119.21,Check,
TXN916589,PMT516589,SL100412,BOR201862,2023-05-19,2023-05-20,PMT,Payment,80.87,Manual - Phone,
TXN902878,PMT502878,SL100070,BOR200708,2024-10-13,2024-10-14,PMT,Payment,157.96,ACH Auto-Debit,
TXN936909,PMT536909,SL100889,BOR202278,2026-03-23,2026-03-23,PMT,Payment,133.22,ACH Auto-Debit,
TXN972727,PMT572726,SL101746,BOR200553,2023-05-25,2023-05-26,REV,Reversal,-251.94,ACH Auto-Debit,NSF - Insufficient Funds
TXN916631,PMT516631,SL100413,BOR200251,2026-02-10,2026-02-11,PMT,Payment,296.74,Manual - Phone,
TXN944018,PMT544018,SL101057,BOR200137,2025-08-24,2025-08-25,PMT,Payment,133.17,Payroll Deduct,
TXN948027,PMT548027,SL101144,BOR200103,2024-04-08,2024-04-09,PMT,Payment,83.89,Payroll Deduct,
TXN954678,PMT554678,SL101311,BOR202041,2021-10-25,2021-10-25,PMT,Payment,212.98,ACH Auto-Debit,
TXN901156,PMT501156,SL100026,BOR201484,2025-09-20,2025-09-22,PMT,Payment,138.6,Check,
TXN923932,PMT523932,SL100589,BOR200527,2024-07-21,2024-07-22,PMT,Payment,114.95,Manual - Web,
TXN960508,PMT560508,SL101444,BOR200740,2023-04-16,2023-04-16,PMT,Payment,182.49,ACH Auto-Debit,
TXN925345,PMT525345,SL100623,BOR200764,2026-04-10,2026-04-10,PMT,Payment,79.2,Manual - Phone,
TXN923161,PMT523160,SL100569,BOR201926,2025-09-30,2025-09-30,REV,Reversal,-93.36,Manual - Web,Bank Error
TXN994842,PMT594842,SL102294,BOR200995,2025-12-12,2025-12-12,PMT,Payment,204.14,Check,
TXN937625,PMT537625,SL100910,BOR201854,2025-05-05,2025-05-05,PMT,Payment,172.42,Manual - Web,
TXN929099,PMT529099,SL100709,BOR201209,2024-12-29,2024-12-31,PMT,Payment,117.16,Manual - Phone,
TXN912048,PMT512048,SL100295,BOR200125,2024-07-10,2024-07-11,PMT,Payment,76.38,ACH Auto-Debit,
TXN929826,PMT529826,SL100724,BOR202252,2026-02-25,2026-02-26,PMT,Payment,83.28,ACH Auto-Debit,
TXN961742,PMT561742,SL101475,BOR201644,2022-05-09,2022-05-10,PMT,Payment,355.92,Payroll Deduct,
TXN961599,PMT561599,SL101470,BOR200329,2026-04-25,2026-04-26,PMT,Payment,83.93,ACH Auto-Debit,
TXN928188,PMT528188,SL100688,BOR200157,2023-07-25,2023-07-26,PMT,Payment,244.29,Manual - Phone,
TXN1002070,PMT602070,SL102471,BOR200653,2024-11-09,2024-11-11,PMT,Payment,95.8,Manual - Web,
TXN903943,PMT503943,SL100096,BOR200321,2021-11-13,2021-11-14,PMT,Payment,52.22,Manual - Web,
TXN971002,PMT571002,SL101705,BOR200020,2025-02-07,2025-02-09,PMT,Payment,356.74,ACH Auto-Debit,
TXN974164,PMT574164,SL101783,BOR200617,2025-08-05,2025-08-06,PMT,Payment,214.75,ACH Auto-Debit,
TXN937770,PMT537770,SL100913,BOR200470,2024-03-12,2024-03-13,PMT,Payment,25.0,ACH Auto-Debit,
TXN970156,PMT570156,SL101680,BOR200627,2025-10-17,2025-10-18,PMT,Payment,48.5,Manual - Phone,
TXN909882,PMT509882,SL100237,BOR202284,2022-12-11,2022-12-12,PMT,Payment,61.46,ACH Auto-Debit,
TXN998452,PMT598452,SL102383,BOR200260,2021-08-10,2021-08-11,PMT,Payment,176.61,Manual - Phone,
TXN979910,PMT579910,SL101920,BOR201424,2026-02-06,2026-02-06,PMT,Payment,171.45,Payroll Deduct,
TXN943088,PMT543088,SL101033,BOR200717,2026-03-29,2026-03-29,PMT,Payment,79.38,Manual - Web,
TXN917112,PMT517112,SL100426,BOR200265,2021-04-25,2021-04-26,PMT,Payment,179.07,ACH Auto-Debit,
TXN951826,PMT551826,SL101241,BOR200080,2026-05-18,2026-05-19,PMT,Payment,230.5,ACH Auto-Debit,
TXN951028,PMT551028,SL101226,BOR200749,2025-12-25,2025-12-26,PMT,Payment,213.02,ACH Auto-Debit,
TXN948976,PMT548976,SL101174,BOR201832,2025-07-22,2025-07-22,PMT,Payment,153.35,Manual - Phone,
TXN994450,PMT594450,SL102283,BOR200221,2025-11-30,2025-12-02,PMT,Payment,243.51,ACH Auto-Debit,
TXN1000277,PMT600277,SL102426,BOR200669,2024-11-09,2024-11-10,PMT,Payment,124.98,ACH Auto-Debit,
TXN992302,PMT592302,SL102236,BOR202220,2026-01-31,2026-02-01,PMT,Payment,139.95,ACH Auto-Debit,
TXN911019,PMT511019,SL100269,BOR200555,2024-10-29,2024-10-30,PMT,Payment,352.06,Check,
TXN920984,PMT520984,SL100514,BOR201995,2022-12-29,2022-12-31,PMT,Payment,25.0,ACH Auto-Debit,
TXN929293,PMT529293,SL100713,BOR202156,2024-02-22,2024-02-24,PMT,Payment,97.9,ACH Auto-Debit,
TXN978841,RFD678841,SL101896,BOR200451,2021-12-18,2021-12-18,REFUND,Refund,-100.46,ACH Auto-Debit,
TXN967420,FEE767420,SL101614,BOR200841,2026-04-18,2026-04-18,FEE,Fee,29.42,,
TXN951681,PMT551681,SL101239,BOR201613,2022-07-05,2022-07-06,PMT,Payment,121.83,Manual - Web,
TXN966572,PMT566572,SL101591,BOR201142,2026-03-23,2026-03-25,PMT,Payment,112.08,ACH Auto-Debit,
TXN919423,PMT519423,SL100482,BOR200222,2021-09-21,2021-09-23,PMT,Payment,223.02,Manual - Web,
TXN904512,PMT504512,SL100109,BOR201848,2022-07-18,2022-07-18,PMT,Payment,73.33,Check,
TXN981875,PMT581875,SL101972,BOR200325,2026-04-17,2026-04-19,PMT,Payment,68.17,ACH Auto-Debit,
TXN989856,PMT589856,SL102175,BOR201154,2023-10-21,2023-10-22,PMT,Payment,25.0,ACH Auto-Debit,
TXN923516,PMT523516,SL100576,BOR202095,2026-06-13,2026-06-14,PMT,Payment,120.17,Manual - Web,
TXN974232,PMT574232,SL101784,BOR201582,2026-04-27,2026-04-27,PMT,Payment,109.89,Manual - Web,
TXN946794,PMT546794,SL101115,BOR200107,2026-08-28,2026-08-30,PMT,Payment,199.24,ACH Auto-Debit,
TXN952439,PMT552439,SL101257,BOR200810,2023-12-07,2023-12-07,PMT,Payment,25.0,ACH Auto-Debit,
TXN991606,PMT591606,SL102219,BOR200491,2025-02-22,2025-02-24,PMT,Payment,93.82,ACH Auto-Debit,
TXN954294,PMT554294,SL101298,BOR200348,2022-06-27,2022-06-27,PMT,Payment,95.04,Manual - Web,
TXN974802,PMT574802,SL101798,BOR201915,2024-06-21,2024-06-22,PMT,Payment,196.89,Manual - Web,
TXN901955,PMT501955,SL100047,BOR202116,2024-07-24,2024-07-25,PMT,Payment,52.44,ACH Auto-Debit,
TXN990148,PMT590148,SL102182,BOR200424,2022-05-30,2022-05-31,PMT,Payment,129.7,ACH Auto-Debit,
TXN971846,PMT571846,SL101722,BOR201852,2021-10-29,2021-10-30,PMT,Payment,135.5,Manual - Phone,
TXN983669,PMT583669,SL102016,BOR201537,2025-09-11,2025-09-11,PMT,Payment,255.1,Manual - Web,
TXN934306,PMT534306,SL100827,BOR202239,2024-11-21,2024-11-22,PMT,Payment,241.47,ACH Auto-Debit,
TXN979960,PMT579960,SL101922,BOR200472,2025-10-05,2025-10-06,PMT,Payment,25.0,ACH Auto-Debit,
TXN924357,PMT524357,SL100597,BOR200746,2024-07-06,2024-07-07,PMT,Payment,25.0,ACH Auto-Debit,
TXN913296,PMT513296,SL100323,BOR201345,2025-04-17,2025-04-18,PMT,Payment,62.71,ACH Auto-Debit,
TXN970608,PMT570608,SL101695,BOR200492,2025-08-15,2025-08-15,PMT,Payment,79.57,Manual - Phone,
TXN915323,PMT515323,SL100376,BOR200581,2024-12-24,2024-12-25,PMT,Payment,72.44,ACH Auto-Debit,
TXN941926,PMT541926,SL101008,BOR201909,2023-05-17,2023-05-17,PMT,Payment,240.01,Check,
TXN939119,PMT539119,SL100945,BOR201942,2022-03-13,2022-03-14,PMT,Payment,96.82,ACH Auto-Debit,
TXN1002564,PMT602564,SL102486,BOR200383,2023-09-24,2023-09-25,PMT,Payment,25.0,Manual - Web,
TXN902577,PMT502577,SL100064,BOR200845,2023-09-18,2023-09-20,PMT,Payment,124.79,Manual - Web,
TXN951160,PMT551160,SL101229,BOR200411,2023-08-31,2023-09-01,PMT,Payment,25.0,ACH Auto-Debit,
TXN919472,PMT519472,SL100482,BOR200222,2025-07-16,2025-07-18,PMT,Payment,223.02,Payroll Deduct,
TXN953145,PMT553145,SL101273,BOR200868,2024-10-14,2024-10-14,PMT,Payment,25.0,ACH Auto-Debit,
TXN929442,PMT529442,SL100716,BOR200722,2022-08-14,2022-08-16,PMT,Payment,124.71,ACH Auto-Debit,
TXN917439,PMT517439,SL100436,BOR200913,2022-06-10,2022-06-11,PMT,Payment,25.0,ACH Auto-Debit,
TXN912443,PMT512443,SL100303,BOR201967,2026-06-30,2026-07-02,PMT,Payment,77.71,Manual - Web,
TXN909875,PMT509875,SL100237,BOR202284,2022-05-15,2022-05-17,PMT,Payment,61.46,Check,
TXN919688,PMT519688,SL100487,BOR201622,2026-01-08,2026-01-08,PMT,Payment,276.94,ACH Auto-Debit,
TXN915702,PMT515702,SL100391,BOR200568,2022-01-28,2022-01-30,PMT,Payment,70.78,Check,
TXN997233,PMT597233,SL102352,BOR200002,2024-01-19,2024-01-21,PMT,Payment,129.78,Manual - Web,
TXN962460,PMT562460,SL101490,BOR201833,2025-07-30,2025-08-01,PMT,Payment,116.42,Manual - Phone,
TXN902253,PMT502252,SL100053,BOR200345,2024-12-20,2024-12-20,REV,Reversal,-84.88,ACH Auto-Debit,NSF - Insufficient Funds
TXN939852,PMT539852,SL100962,BOR201427,2022-12-13,2022-12-15,PMT,Payment,130.21,ACH Auto-Debit,
TXN991558,PMT591558,SL102218,BOR201008,2024-07-26,2024-07-26,PMT,Payment,96.03,ACH Auto-Debit,
TXN1000284,PMT600284,SL102426,BOR200669,2025-06-21,2025-06-22,PMT,Payment,124.98,Manual - Web,
TXN905448,PMT505448,SL100131,BOR200765,2022-07-18,2022-07-20,PMT,Payment,97.4,ACH Auto-Debit,
TXN998960,PMT598960,SL102397,BOR201754,2025-04-17,2025-04-19,PMT,Payment,95.45,Manual - Web,
TXN955850,PMT555850,SL101334,BOR200672,2023-07-12,2023-07-14,PMT,Payment,82.56,Manual - Web,
TXN958188,PMT558188,SL101390,BOR201557,2024-09-16,2024-09-16,PMT,Payment,150.84,Manual - Phone,
TXN901808,PMT501808,SL100044,BOR200074,2023-06-28,2023-06-28,PMT,Payment,25.0,ACH Auto-Debit,
TXN921956,PMT521956,SL100542,BOR200206,2026-07-17,2026-07-19,PMT,Payment,116.27,Manual - Web,
TXN953333,PMT553333,SL101279,BOR200323,2026-06-08,2026-06-08,PMT,Payment,87.71,Manual - Phone,
TXN985128,PMT585128,SL102059,BOR201319,2024-12-16,2024-12-17,PMT,Payment,25.0,ACH Auto-Debit,
TXN942105,PMT542105,SL101012,BOR202279,2023-02-13,2023-02-13,PMT,Payment,57.16,ACH Auto-Debit,
TXN980781,PMT580781,SL101941,BOR202091,2024-07-24,2024-07-25,PMT,Payment,88.89,ACH Auto-Debit,
TXN939420,PMT539419,SL100953,BOR202236,2022-07-16,2022-07-16,REV,Reversal,-191.19,ACH Auto-Debit,NSF - Insufficient Funds
TXN917102,PMT517102,SL100425,BOR202066,2026-02-07,2026-02-07,PMT,Payment,75.25,Manual - Web,
TXN992677,PMT592677,SL102243,BOR201732,2024-05-09,2024-05-10,PMT,Payment,151.13,Manual - Phone,
TXN984295,PMT584295,SL102033,BOR202115,2025-08-25,2025-08-27,PMT,Payment,65.74,Check,
TXN937000,PMT537000,SL100893,BOR201066,2025-03-29,2025-03-30,PMT,Payment,114.06,Manual - Web,
TXN928061,PMT528061,SL100685,BOR200831,2024-02-28,2024-03-01,PMT,Payment,192.75,Manual - Web,
TXN934433,PMT534433,SL100830,BOR200330,2024-10-06,2024-10-07,PMT,Payment,158.52,ACH Auto-Debit,
TXN917010,PMT517010,SL100424,BOR200287,2024-01-10,2024-01-12,PMT,Payment,131.71,Manual - Phone,
TXN921974,PMT521974,SL100543,BOR202198,2025-07-25,2025-07-26,PMT,Payment,178.86,Manual - Phone,
TXN925215,PMT525215,SL100619,BOR200703,2025-05-18,2025-05-19,PMT,Payment,133.07,Manual - Phone,
TXN941744,PMT541744,SL101004,BOR201347,2024-08-15,2024-08-16,PMT,Payment,125.24,Manual - Web,
TXN998149,PMT598149,SL102373,BOR201092,2025-10-12,2025-10-12,PMT,Payment,149.21,Manual - Phone,
TXN921849,PMT521849,SL100539,BOR201782,2024-05-24,2024-05-26,PMT,Payment,202.12,ACH Auto-Debit,
TXN965228,PMT565228,SL101557,BOR200005,2026-03-27,2026-03-29,PMT,Payment,61.4,Check,
TXN905550,PMT505550,SL100133,BOR201659,2021-02-19,2021-02-21,PMT,Payment,326.43,Manual - Web,
TXN979783,PMT579783,SL101918,BOR201902,2024-09-12,2024-09-14,PMT,Payment,383.51,ACH Auto-Debit,
TXN978076,PMT578076,SL101879,BOR200261,2023-09-17,2023-09-17,pmt,Payment,194.03,ACH Auto-Debit,
TXN968316,PMT568316,SL101637,BOR200465,2024-07-06,2024-07-06,PMT,Payment,219.77,Manual - Phone,
TXN916488,PMT516488,SL100409,BOR201861,2024-01-07,2024-01-09,PMT,Payment,38.25,ACH Auto-Debit,
TXN911412,PMT511412,SL100279,BOR200352,2021-09-07,2021-09-07,PMT,Payment,68.68,Manual - Web,
TXN941224,PMT541224,SL100993,BOR200319,2022-08-25,2022-08-27,PMT,Payment,227.26,,
TXN920613,PMT520613,SL100505,BOR200641,2025-02-04,2025-02-04,PMT,Payment,46.39,ACH Auto-Debit,
TXN962860,PMT562860,SL101499,BOR201433,2025-11-29,2025-12-01,PMT,Payment,110.78,ACH Auto-Debit,
TXN943979,PMT543979,SL101057,BOR200137,2021-12-31,2022-01-01,PMT,Payment,70.17,ACH Auto-Debit,
TXN1002063,PMT602063,SL102471,BOR200653,2024-03-08,2024-03-09,PMT,Payment,95.8,ACH Auto-Debit,
TXN946410,PMT546410,SL101107,BOR201757,2022-11-11,2022-11-11,PMT,Payment,255.0,Manual - Web,
TXN995414,PMT595414,SL102310,BOR200029,2024-07-20,2024-07-21,PMT,Payment,51.64,ACH Auto-Debit,
TXN927421,PMT527421,SL100667,BOR200584,2025-10-22,2025-10-24,PMT,Payment,37.13,ACH Auto-Debit,
TXN911567,PMT511567,SL100283,BOR201055,2021-08-08,2021-08-10,PMT,Payment,120.23,ACH Auto-Debit,
TXN996539,PMT596539,SL102338,BOR200283,2023-05-07,2023-05-07,PMT,Payment,119.05,Payroll Deduct,
TXN951609,PMT551609,SL101238,BOR200068,2021-09-19,2021-09-19,PMT,Payment,25.0,Payroll Deduct,
TXN901659,PMT501659,SL100040,BOR201773,2025-02-24,2025-02-25,PMT,Payment,586.12,ACH Auto-Debit,
TXN985750,PMT585750,SL102076,BOR201266,2024-10-08,2024-10-09,PMT,Payment,129.01,Manual - Web,
TXN999779,PMT599779,SL102413,BOR200271,2024-03-16,2024-03-18,PMT,Payment,205.52,Manual - Web,
TXN950351,PMT550351,SL101212,BOR200813,2025-05-15,2025-05-16,PMT,Payment,108.62,Manual - Phone,
TXN993177,PMT593177,SL102256,BOR201664,2024-08-10,2024-08-11,PMT,Payment,178.0,Check,
TXN1001223,PMT601223,SL102448,BOR201043,2026-07-23,2026-07-23,PMT,Payment,90.93,ACH Auto-Debit,
TXN923152,PMT523152,SL100569,BOR201926,2024-12-31,2025-01-02,PMT,Payment,93.36,ACH Auto-Debit,
TXN998219,PMT598219,SL102375,BOR200469,2024-10-08,2024-10-08,PMT,Payment,113.99,ACH Auto-Debit,
TXN924955,PMT524955,SL100613,BOR201048,2024-12-12,2024-12-14,PMT,Payment,231.92,ACH Auto-Debit,
TXN968829,PMT568829,SL101647,BOR201729,2026-06-06,2026-06-08,PMT,Payment,34.62,Manual - Web,
TXN962955,PMT562955,SL101501,BOR200512,2025-04-29,2025-04-30,PMT,Payment,353.75,Manual - Web,
TXN971440,PMT571440,SL101714,BOR200726,2024-02-19,2024-02-20,PMT,Payment,59.85,ACH Auto-Debit,
TXN918667,PMT518667,SL100463,BOR200252,2025-06-28,2025-06-28,PMT,Payment,128.32,Manual - Phone,
TXN965891,PMT565891,SL101574,BOR200123,2022-12-24,2022-12-26,PMT,Payment,25.0,,
TXN937051,PMT537051,SL100894,BOR201724,2026-05-28,2026-05-30,PMT,Payment,148.85,,
TXN971857,PMT571857,SL101722,BOR201852,2022-08-26,2022-08-26,PMT,Payment,135.5,Manual - Web,
TXN978826,PMT578826,SL101894,BOR200254,2025-10-15,2025-10-16,PMT,Payment,$91.38,Manual - Web,
TXN901266,PMT501266,SL100029,BOR201441,2026-01-16,2026-01-16,PMT,Payment,25.0,ACH Auto-Debit,
TXN929508,PMT529508,SL100717,BOR200861,2026-07-31,2026-07-31,PMT,Payment,397.13,Manual - Phone,
TXN978264,PMT578264,SL101883,BOR201483,2021-04-08,2021-04-10,PMT,Payment,24.96,Manual - Phone,
TXN900975,PMT500975,SL100022,BOR200415,2025-10-26,2025-10-28,PMT,Payment,129.35,ACH Auto-Debit,
TXN972771,PMT572770,SL101747,BOR201332,2025-09-20,2025-09-22,REV,Reversal,-25.0,Manual - Web,NSF - Insufficient Funds
TXN972961,PMT572961,SL101751,BOR202238,2026-05-06,2026-05-07,PMT,Payment,92.45,Manual - Phone,
TXN969403,PMT569403,SL101665,BOR200554,2021-06-09,2021-06-11,PMT,Payment,104.04,ACH Auto-Debit,
TXN948192,PMT548192,SL101151,BOR201395,2024-06-23,2024-06-24,PMT,Payment,305.47,Check,
TXN960721,PMT560721,SL101448,BOR200846,2026-03-06,2026-03-08,PMT,Payment,92.72,ACH Auto-Debit,
TXN916731,PMT516731,SL100417,BOR201835,2025-09-17,2025-09-17,PMT,Payment,148.73,Check,
TXN959150,PMT559150,SL101415,BOR200188,2021-04-07,2021-04-07,PMT,Payment,25.0,Check,
TXN966721,PMT566721,SL101595,BOR200622,2026-05-22,2026-05-23,PMT,Payment,25.0,ACH Auto-Debit,
TXN984029,PMT584029,SL102024,BOR201012,2026-06-11,2026-06-13,PMT,Payment,321.06,ACH Auto-Debit,
TXN965390,PMT565390,SL101561,BOR200355,2023-08-10,2023-08-11,PMT,Payment,63.8,ACH Auto-Debit,
TXN951124,PMT551124,SL101228,BOR200270,2025-01-20,2025-01-22,PMT,Payment,126.76,ACH Auto-Debit,
TXN949608,PMT549608,SL101193,BOR201149,2024-12-15,2024-12-15,PMT,Payment,25.0,Manual - Web,
TXN960340,PMT560340,SL101440,BOR201485,2023-06-11,2023-06-13,PMT,Payment,191.02,ACH Auto-Debit,
TXN913339,PMT513339,SL100325,BOR201920,2021-05-06,2021-05-08,PMT,Payment,25.0,Manual - Web,
TXN934678,PMT534678,SL100835,BOR201612,2025-05-16,2025-05-16,PMT,Payment,25.0,,
TXN927023,PMT527023,SL100661,BOR200540,2021-12-18,2021-12-19,PMT,Payment,25.0,ACH Auto-Debit,
TXN925616,PMT525616,SL100632,BOR201073,2025-06-07,2025-06-07,PMT,Payment,161.35,ACH Auto-Debit,
TXN960143,PMT560142,SL101436,BOR201124,2023-09-03,2023-09-05,REV,Reversal,-25.0,ACH Auto-Debit,NSF - Insufficient Funds
TXN925068,PMT525068,SL100617,BOR202084,2022-06-27,2022-06-27,PMT,Payment,190.64,ACH Auto-Debit,
TXN927903,PMT527903,SL100680,BOR200373,2022-05-21,2022-05-22,PMT,Payment,52.9,ACH Auto-Debit,
TXN977100,PMT577100,SL101852,BOR201860,2024-10-26,2024-10-28,PMT,Payment,125.11,ACH Auto-Debit,
TXN907147,PMT507147,SL100172,BOR202272,2021-05-29,2021-05-30,PMT,Payment,162.64,ACH Auto-Debit,
TXN905408,PMT505408,SL100129,BOR200173,2026-06-09,2026-06-11,PMT,Payment,151.07,Manual - Web,
TXN959154,PMT559154,SL101415,BOR200188,2021-08-11,2021-08-13,PMT,Payment,25.0,ACH Auto-Debit,
TXN927445,PMT527445,SL100668,BOR200376,2023-01-16,2023-01-18,PMT,Payment,25.0,ACH Auto-Debit,
TXN946370,PMT546370,SL101106,BOR201051,2025-02-05,2025-02-05,PMT,Payment,154.01,Manual - Web,
TXN980597,PMT580597,SL101937,BOR201446,2023-07-26,2023-07-26,PMT,Payment,135.3,ACH Auto-Debit,
