loan_id,borrower_id,month_end_date,repayment_type,current_balance,delinquency_bucket,dpd,payment_amount,loan_status,state,original_balance,origination_date
SL100631,BOR200757,2025-02-01,FP,8584.63,Current,0.0,25.0,Active,OK,8784.63,2024-06-15
SL102154,BOR201845,2021-06-01,PI,10179.25,Current,0.0,111.6,Active,CA,10737.25,2020-03-20
SL101498,BOR200468,2026-08-01,FD,26614.78,Current,0.0,0.0,Active,LA,18586.15,2023-04-11
SL101471,BOR200214,2024-09-01,PI,4408.63,Current,0.0,211.6,Active,GA,9698.63,2022-08-03
SL100847,BOR201192,2026-03-01,PI,2278.21,Current,0.0,121.82,Active,MA,9438.33,2019-12-02
SL100719,BOR200955,2024-04-01,PI,2501.13,Current,0.0,316.06,Active,CA,14827.47,2020-11-05
SL100805,BOR202039,2024-09-01,FD,33201.42,Current,0.0,0.0,Active,OR,28592.94,2023-05-09
SL101722,BOR201852,2023-03-01,PI,6060.01,Current,0.0,135.5,Active,CT,8905.51,2021-06-19
SL100661,BOR200540,2023-02-01,PI,6570.79,Current,0.0,107.19,Active,SC,7298.86,2020-06-19
SL100849,BOR201907,2024-10-01,PI,1351.89,Current,0.0,219.72,Active,OH,10411.16,2018-09-07
SL101767,BOR201036,2022-12-01,PI,12958.34,Current,0.0,137.99,Active,TX,13296.42,2021-12-08
SL102397,BOR201754,2025-05-01,PI,4599.35,Current,0.0,95.45,Active,FL,8841.98,2021-07-06
SL101171,BOR202058,2024-10-01,PI,2162.74,Current,0.0,306.57,Active,MA,15563.88,2019-09-03
SL102383,BOR200260,2021-03-01,IO,22783.27,Current,0.0,176.61,Active,AZ,23136.49,2020-01-22
SL100376,BOR200581,2024-02-01,PI,5616.97,Current,0.0,72.44,Active,NC,7184.01,2019-04-29
SL101920,BOR201424,2026-02-01,PI,5191.95,Current,0.0,171.45,Active,MI,13055.58,2019-08-15
SL100814,BOR201871,2026-08-01,PI,7323.31,Current,0.0,79.44,Active,OH,10246.36,2018-12-23
SL100137,BOR202205,2024-03-01,PI,3159.9,Current,0.0,127.48,Active,MD,8004.14,2019-12-01
SL101174,BOR201832,2025-07-01,PI,12767.39,Current,0.0,153.35,Active,OK,13938.09,2023-06-28
SL101730,BOR201094,2026-06-01,PI,18629.31,Current,0.0,350.15,Active,AL,17203.84,2023-12-31
SL101058,BOR200971,2026-06-01,PI,5459.08,Current,0.0,97.69,Active,UT,10781.51,2019-02-11
SL102218,BOR201008,2024-03-01,PI,6183.67,Current,0.0,96.03,Active,OH,8365.9,2019-08-05
SL100036,BOR200518,2026-04-01,PI,10539.39,Current,0.0,120.01,Active,OK,12946.0,2022-03-21
SL101879,BOR200261,2023-12-01,PI,10743.96,Current,0.0,194.03,Active,MA,13400.1,2022-09-25
SL101540,BOR202123,2024-01-01,IO,13941.78,Current,0.0,82.75,Active,CO,14689.79,2022-12-19
SL102213,BOR201295,2023-06-01,PI,7292.26,Current,0.0,408.57,Active,AZ,19140.79,2018-06-24
SL100885,BOR200915,2026-01-01,PI,10544.36,Current,0.0,126.84,Active,SC,8357.87,2022-04-01
SL100221,BOR202154,2024-10-01,PI,3962.77,60-89 DPD,75.0,0.0,Active,PA,13656.45,2020-06-27
SL101774,BOR200084,2022-06-01,FP,7300.93,Current,0.0,25.0,Active,OK,7725.93,2020-10-24
SL101358,BOR201466,2025-12-01,PI,8329.16,Current,0.0,129.63,Active,NY,11051.39,2024-03-03
SL101125,BOR200225,2023-02-01,PI,7429.37,Current,0.0,124.15,Active,KY,10533.12,2019-06-29
SL101930,BOR200954,2024-06-01,,14290.04,60-89 DPD,75.0,0.0,Active,IL,14616.5,2019-11-20
SL100422,BOR201855,2022-10-01,FD,18210.3,Current,0.0,0.0,Active,MA,15351.05,2020-12-11
SL101776,BOR201159,2022-09-01,FP,9507.44,Current,0.0,25.0,Active,UT,10007.44,2020-12-06
SL101280,BOR201119,2025-11-01,PI,9695.38,Current,0.0,327.36,Active,CO,22541.56,2022-04-16
SL101431,BOR201958,2025-09-01,PI,6647.95,Current,0.0,118.52,Active,MD,11004.14,2021-12-17
SL100124,BOR200099,2026-03-01,PI,7948.66,Charged-Off,,0.0,Charged Off,IN,15044.35,2019-04-15
SL100246,BOR200307,2025-07-01,PI,7912.03,Current,0.0,90.09,Active,NC,10290.15,2020-04-02
SL100132,BOR200112,2025-08-01,PI,5549.54,Current,0.0,140.8,Active,OR,10092.25,2021-06-05
SL101026,BOR201391,2024-03-01,PI,15817.99,Current,0.0,315.69,Active,OK,24625.59,2019-03-21
SL100668,BOR200376,2025-02-01,PI,5064.58,Current,0.0,192.33,Active,FL,8781.04,2022-04-23
SL100904,BOR200208,2024-12-01,FP,7717.58,60-89 dpd,75.0,0.0,Active,VA,7504.23,2024-08-02
SL101792,BOR200155,2024-01-01,FP,9707.87,Current,0.0,25.0,Active,MD,10457.87,2021-07-31
SL100932,BOR200179,2025-03-01,PI,3389.11,Current,0.0,43.3,Active,VA,4665.18,2020-10-05
SL102438,BOR202073,2025-01-01,PI,6867.62,Current,0.0,84.27,Active,NJ,7740.55,2019-09-24
SL102378,BOR201029,2023-07-01,FD,20369.61,Current,0.0,0.0,Active,SC,17807.07,2020-05-17
SL100471,BOR200883,2024-04-01,PI,9056.44,1-29 DPD,15.0,0.0,Active,MN,14220.81,2019-05-03
SL100071,BOR200374,2022-05-01,PI,18085.73,Current,0.0,200.12,Active,GA,18660.85,2020-08-04
SL100053,BOR200345,2023-02-01,PI,4025.63,Current,0.0,84.88,Active,GA,5175.34,2018-07-02
SL102256,BOR201664,2022-05-01,PI,18936.68,Current,0.0,178.0,Active,CO,21784.68,2019-07-04
SL100218,BOR200523,2025-06-01,PI,6801.86,Current,0.0,112.35,Active,OK,12406.78,2018-06-17
SL101517,BOR201410,2025-04-01,FP,6567.69,Current,0.0,25.0,Active,AZ,7076.05,2023-01-01
SL100367,BOR200436,2021-11-01,IO,22393.37,Current,0.0,182.16,Active,MA,23304.17,2021-06-21
SL100270,BOR202293,2024-01-01,PI,19751.14,Current,0.0,228.17,Active,WI,21443.0,2022-07-28
SL101324,BOR201950,2025-04-01,PI,1347.8,Current,0.0,333.5,Active,CA,17200.6,2018-06-10
SL100880,BOR201727,2026-04-01,PI,12198.95,Current,0.0,110.46,Active,MO,11636.03,2024-09-06
SL101091,BOR201004,2025-06-01,PI,464.51,Current,0.0,457.03,Active,PA,23152.33,2020-04-26
SL100428,BOR200718,2025-04-01,PI,3221.69,Current,0.0,149.43,Active,VA,8976.17,2019-06-28
SL101809,BOR201608,2023-05-01,PI,35641.81,Current,0.0,858.09,Active,NC,40014.54,2020-09-12
SL102275,BOR202291,2024-11-01,PI,9946.46,Current,0.0,187.91,Active,VA,15208.56,2018-09-26
SL101515,BOR201433,2025-12-01,PI,6132.28,Current,0.0,164.72, Active  ,IN,10602.05,2022-12-14
SL102438,BOR202073,2023-04-01,PI,8397.67,Current,0.0,84.27,Active,NJ,7740.55,2019-09-24
SL100510,BOR200802,2023-08-01,PI,25340.52,Current,0.0,385.29,Active,CO,37284.51,2018-09-06
SL100633,BOR200054,2024-03-01,PI,5155.08,Current,0.0,72.06,Active,CA,5226.56,2021-09-15
SL102419,BOR200229,2023-03-01,FD,11528.74,Current,0.0,0.0,Active,WI,10315.55,2021-07-29
SL100057,BOR201318,2024-09-01,FD,14529.05,Current,0.0,0.0,Active,GA,12505.77,2023-05-02
SL101826,BOR201272,2023-08-01,PI,6496.74,Current,0.0,274.49,Active,IL,12535.52,2021-10-17
SL101190,BOR200129,2026-06-01,PI,7820.97,Current,0.0,73.77,Active,SC,9521.58,2024-01-01
SL100673,BOR201437,2025-06-01,PI,9349.47,Current,0.0,188.42,Active,NJ,19043.48,2019-01-01
SL102137,BOR202256,2025-06-01,,14170.86,Charged-Off,,0.0,Charged Off,MN,19850.57,2019-01-03
SL101774,BOR200084,2024-03-01,PI,6018.67,Current,0.0,100.65,Active,OK,7725.93,2020-10-24
SL101296,BOR200161,2026-09-01,PI,17890.88,Current,0.0,179.03,Active,OR,13273.19,2022-10-10
SL100634,BOR201676,2025-05-01,PI,2629.17,Current,0.0,573.55,Active,OH,28179.83,2018-06-10
SL100079,BOR200091,2025-06-01,PI,9792.58,Current,0.0,145.84,Active,MN,11642.06,2021-11-09
SL101446,BOR200384,2024-02-01,IO,10591.81,Current,0.0,91.76,Active,WI,12059.97,2022-10-05
SL100851,BOR200616,09/01/2023,PI,7243.39,Current,0.0,72.03,Active,KY,8114.67,2018-09-05
SL101132,BOR201886,2023-12-01,FP,9095.18,Current,0.0,25.0,Active,MO,9518.08,2019-11-21
SL101291,BOR201019,2023-04-01,PI,15771.82,Current,0.0,162.43,Active,OR,15278.94,2022-05-13
SL100426,BOR200265,2023-07-01,PI,11746.72,Current,0.0,324.88,Active,MI,18685.85,2019-06-08
SL102266,BOR200308,2021-03-01,FP,11711.39,Current,0.0,25.0,Active,TN,11761.39,2019-07-24
SL100461,BOR200224,2025-07-01,PI,18613.69,Current,0.0,142.27,Active,OH,14868.86,2022-05-08
SL102180,BOR200715,2025-06-01,FP,6051.37,Current,0.0,25.0,Active,MA,6126.37,2025-03-22
SL101187,BOR201475,2025-03-01,FP,11757.43,Current,0.0,25.0,Active,SC,12382.43,2023-02-24
SL100885,BOR200915,2026-08-01,PI,10993.37,90-119 DPD,105.0,0.0,Active,SC,8357.87,2022-04-01
SL102434,BOR201516,2025-08-01,PI,18399.09,Current,0.0,194.72,Active,NC,14802.51,2022-04-13
SL101926,BOR201705,2025-06-01,PI,43697.04,Current,0.0,649.86,Active,TX,53796.26,2024-01-09
SL102085,BOR200006,2024-11-01,IO,10588.79,Current,0.0,55.45,Active,SC,11989.96,2022-04-08
SL100946,BOR200209,2025-06-01,PI,9032.85,Current,0.0,126.05,Active,AZ,13911.39,2020-09-28
SL100068,BOR201868,2025-04-01,PI,10023.77,Current,0.0,261.12,Active,CO,19685.21,2022-03-19
SL100448,BOR201874,2024-12-01,,9299.97,Current,0.0,25.0,Active,GA,9624.97,2023-11-27
SL100715,BOR200423,2024-06-01,PI,17478.26,Current,0.0,178.71,Active,NJ,20068.78,2019-12-14
SL101532,BOR202046,2024-01-01,FP,14204.16,60-89 DPD,75.0,0.0,Active,UT,14088.75,2022-11-22
SL101176,BOR201866,2026-06-01,FD,9865.72,Current,0.0,0.0,Active,NY,7244.95,2023-04-01
SL100307,BOR200023,2024-03-01,PI,11458.79,Current,0.0,190.38,Active,IN,16894.71,2021-09-02
SL102176,BOR201115,2025-04-01,PI,6694.57,Current,0.0,116.15,Active,,10759.12,2022-02-21
SL101516,BOR201595,2024-11-01,PI,10792.08,Current,0.0,122.67,Active,LA,11160.09,2024-08-11
SL101882,BOR200338,2025-04-01,PI,7033.21,Current,0.0,96.23,Active,NY,8766.75,2021-01-30
SL101939,BOR201421,2026-08-01,PI,6989.17,Current,0.0,75.01,Active,KY,7998.57,2023-05-05
SL102173,BOR201404,2022-11-01,PI,8009.73,Current,0.0,158.32,Active,OK,9650.42,2019-08-17
SL102307,BOR200937,2023-02-01,PI,15069.86,Current,0.0,325.98,Active,OR,17400.57,2021-03-03
SL101256,BOR201955,2023-08-01,IO,31709.32,Current,0.0,223.61,Active,KY,32603.76,2023-04-13
SL101539,BOR201280,2024-02-01,IO,20437.05,Current,0.0,179.32,Active,MD,22603.12,2022-12-04
SL101924,BOR200797,2025-12-01,PI,5871.09,Current,0.0,123.65,Active,MO,9333.29,2023-08-11
SL101058,BOR200971,2025-11-01,PI,6142.91,Current,0.0,97.69,Active,UT,10781.51,2019-02-11
SL102382,BOR201576,2023-05-01,FD,21147.45,Current,0.0,0.0,Active,KY,19772.09,2022-08-09
SL100657,BOR200789,07/01/2021,PI,7038.7,Current,0.0,132.76,Active,LA,7835.26,2019-03-14
SL100316,BOR202202,2023-09-01,PI,12012.84,Current,0.0,188.73,Active,AL,12767.76,2023-05-06
SL101168,BOR200202,2025-08-01,FD,5774.31,current,0.0,0.0,Active,MI,5468.06,2024-06-16
SL101260,BOR200605,2023-07-01,PI,6786.39,Current,0.0,156.57,Active,WA,7256.1,2023-04-20
SL100564,BOR200630,2025-12-01,,3641.59,Current,0.0,115.82,Active,KY,7000.37,2023-07-02
SL101811,BOR201240,2024-02-01,PI,18107.02,Current,0.0,191.83,Active,FL,18682.51,2023-11-22
SL100452,BOR200705,2025-11-01,PI,13696.69,1-29 DPD,15.0,0.0,Active,NC,20657.54,2022-12-12
SL100917,BOR201173,2026-01-01,PI,7297.25,Current,0.0,378.46,Active,AZ,18922.95,2022-10-27
SL101561,BOR200355,2023-05-01,IO,13818.77,Current,0.0,63.8,Active,WI,13946.37,2023-03-11
SL101930,BOR200954,2025-11-01,PI,13572.89,Current,0.0,137.67,Active,IL,14616.5,2019-11-20
SL100807,BOR201601,2024-04-01,FD,11819.12,Current,0.0,0.0,Active,CO,9688.37,2022-03-28
SL101122,BOR200030,2024-03-01,PI,9918.02,Current,0.0,115.78,Active,NY,10513.84,2023-07-07
SL102208,BOR201087,2021-05-01,FP,7237.19,Current,0.0,25.0,Active,AZ,7337.19,2020-06-13
SL100583,BOR202064,2022-10-01,FP,16720.1,Current,0.0,25.0,Active,TX,16770.1,2022-08-12
SL101450,BOR201931,2025-03-01,FP,34592.05,Current,0.0,25.0,Active,LA,34858.43,2022-05-07
SL100477,BOR202224,2022-02-01,PI,11746.42,Current,0.0,124.59,Active,AL,13366.09,2020-10-29
SL100032,BOR201753,2023-06-01,FD,5697.04,Current,0.0,0.0,Active,LA,5057.19,2020-04-16
SL102272,BOR200574,2024-06-01,PI,9128.75,Current,0.0,237.04,Active,MO,17378.8,2020-01-17
SL101441,BOR201966,2022-08-01,IO,8921.66,Current,0.0,86.04,Active,CO,9703.84,2020-11-26
SL102152,BOR200610,2022-10-01,IO,16516.26,current,0.0,86.1,Active,FL,17814.04,2020-04-12
SL101099,BOR201783,2025-01-01,IO,8057.67,Current,0.0,79.18,Active,WI,11177.78,2021-06-13
SL101483,BOR200371,07/01/2022,PI,18394.63,Current,0.0,278.92, Active  ,VA,23415.19,2019-12-01
SL101847,BOR200516,2022-08-01,IO,14048.39,Current,0.0,68.95,Active,FL,14669.27,2021-09-22
SL102475,BOR201839,2024-04-01,FD,17167.69,Current,0.0,0.0,Active,OK,15147.01,2023-01-05
SL100465,BOR200926,2022-09-01,PI,7022.28,current,0.0,123.32,Active,MD,8267.21,2019-02-16
SL100754,BOR200337,2025-04-01,PI,20027.92,Current,0.0,201.89,Active,CT,20649.46,2021-10-01
SL100217,BOR200531,2021-06-01,PI,9144.44,Current,0.0,84.39,Active,CO,9566.39,2018-08-13
SL101485,BOR200905,2025-03-01,FD,29769.21,Current,0.0,0.0,Active,NJ,29296.66,2024-11-03
SL101677,BOR202013,2023-08-01,PI,10317.2,1-29 DPD,15.0,0.0,Active,CT,12278.92,2022-03-27
SL100917,BOR201173,2024-01-01,PI,13734.5,Current,0.0,378.46,Active,AZ,18922.95,2022-10-27
SL102418,BOR200938,2025-05-01,PI,6244.7,Current,0.0,159.87,Active,WI,13444.51,2019-07-15
SL100155,BOR201556,2024-09-01,PI,2292.52,Current,0.0,148.88,Active,KY,7244.82,2018-06-14
SL101901,BOR201504,2025-11-01,PI,5122.39,Current,0.0,62.06,Active,WA,5152.89,2023-11-20
SL101539,BOR201280,2026-03-01,IO,16295.5,Current,0.0,179.32,Active,MD,22603.12,2022-12-04
SL101941,BOR202091,2023-06-01,PI,5909.29,Current,0.0,88.89,Active,KY,7775.98,2021-09-10
SL100839,BOR200577,2024-09-01,FP,7970.09,Current,0.0,25.0,Active,MD,8020.09,2024-07-23
SL101020,BOR201037,02/01/2026,PI,8455.51,Current,0.0,120.39,Active,KY,11267.48,2023-12-19
SL101584,BOR201070,2025-06-01,PI,13674.82,Current,0.0,140.63,Active,PA,12301.82,2022-06-01
SL102445,BOR200187,2022-11-01,FP,10574.15,Current,0.0,25.0,Active,TN,11124.15,2020-12-06
SL101204,BOR200253,2024-04-01,PI,8136.13,Current,0.0,122.0,Active,,11439.13,2018-06-23
SL101434,BOR200589,2024-06-01,IO,8916.58,Current,0.0,45.63,Active,VA,10102.96,2022-04-07
SL101542,BOR201407,2021-07-01,IO,22570.81,Current,0.0,193.21,Active,OR,22955.6,2019-07-07
SL100349,BOR200614,2025-08-01,PI,3634.64,Current,0.0,139.16,Active,KY,10570.09,2019-01-18
SL100072,BOR200774,2026-09-01,PI,10720.91,Current,0.0,159.22,Active,TX,14591.35,2019-02-09
SL100501,BOR201845,2023-03-01,PI,8562.49,Current,0.0,130.64,Active,NY,10914.01,2021-09-16
SL100892,BOR201379,2025-07-01,PI,24334.07,1-29 DPD,15.0,0.0,Active,CT,30070.23,2024-06-14
SL101670,BOR201127,2025-01-01,PI,7697.48,Current,0.0,117.53,Active,PA,11892.66,2020-12-10
SL101628,BOR200093,2024-08-01,PI,32830.09,Current,0.0,293.9,Active,AL,28147.92,2020-07-08
SL101469,BOR200675,2025-03-01,PI,23308.31,1-29 DPD,15.0,0.0,Active,CT,22719.57,2021-05-06
SL100131,BOR200765,2021-08-01,FD,9263.29,Current,0.0,0.0,Active,TX,8970.95,2020-04-17
SL100958,BOR201553,2021-10-01,PI,11966.14,Current,0.0,180.42,Active,OH,13589.92,2020-02-13
SL100989,BOR200964,2024-12-01,FP,13437.57,Current,0.0,25.0,Active,PA,13762.57,2023-11-23
SL100115,BOR202295,2024-09-01,FP,22785.42,Current,0.0,25.0,Active,GA,22810.42,2024-08-30
SL101826,BOR201272,2025-01-01,PI,2476.44,Current,0.0,274.49,Active,IL,12535.52,2021-10-17
SL102172,BOR200833,2024-07-01,PI,13725.5,Current,0.0,118.46,Active,KY,14783.8,2021-01-06
SL100172,BOR202272,2026-09-01,PI,3660.2,Current,0.0,162.64,Active,NC,13016.11,2018-11-18
SL100475,BOR201182,2026-04-01,PI,7144.11,Current,0.0,104.19,Active,OR,8352.63,2024-05-31
SL102325,BOR201276,2026-01-01,PI,6517.44,150-179 DPD,165.0,0.0,Active,OK,6227.45,2023-10-17
SL101827,BOR200041,2022-07-01,IO,10654.5,Current,0.0,91.58,Active,NY,10837.66,2022-05-10
SL100016,BOR201052,2022-10-01,FD,13490.97,Current,0.0,0.0,Active,FL,13406.29,2022-09-24
SL102324,BOR201634,2026-03-01,PI,3650.88,90-119 DPD,105.0,0.0,Active,CT,12653.64,2021-03-27
SL101422,BOR201713,2022-11-01,PI,14782.4,Current,0.0,200.54,Active,MA,17772.49,2020-09-17
SL101771,BOR201867,2026-04-01,FD,17064.27,Current,0.0,0.0,Active,GA,15295.29,2024-07-14
SL102062,BOR201175,2026-07-01,PI,15376.21,Current,0.0,236.73,Active,VA,17406.3,2019-05-11
SL102279,BOR201389,2025-04-01,FD,15529.72,Current,0.0,0.0,Active,PA,14389.45,2024-03-04
SL100932,BOR200179,2026-05-01,PI,2782.91,Current,0.0,43.3,Active,VA,4665.18,2020-10-05
SL100195,BOR201132,2026-09-01,PI,4846.35,Current,0.0,50.05,Active,LA,4925.96,2019-09-28
SL102042,BOR200050,2022-02-01,FP,26307.56,Current,0.0,25.0,Active,NJ,26632.56,2020-08-28
SL100236,BOR200285,2022-07-01,PI,3305.67,Current,0.0,43.61,Active,MO,4090.65,2018-12-25
SL100831,BOR201041,2025-04-01,PI,11184.06,Current,0.0,392.12,Active,OR,20151.4,2021-06-08
SL100641,BOR201089,2024-03-01,FP,10264.56,Current,0.0,25.0,Active,WA,10364.56,2023-11-21
SL101099,BOR201783,2024-11-01,IO,8216.03,Current,0.0,79.18,Active,WI,11177.78,2021-06-13
SL100118,BOR201607,2022-07-01,PI,6766.43,Current,0.0,64.66, Active  ,WI,7627.86,2020-01-11
SL101292,BOR200493,2022-04-01,,15439.56,Current,0.0,25.0,Active,OH,15489.56,2022-02-20
SL100043,BOR200792,2023-11-01,PI,5349.77,current,0.0,84.17,Active,NJ,8211.55,2020-08-09
SL100740,BOR202304,2024-09-01,PI,13588.9,Current,0.0,285.19,Active,NY,18932.95,2018-11-30
SL102087,BOR200181,2025-05-01,PI,4975.1,Current,0.0,55.98,Active,UT,6094.7,2023-09-23
SL101364,BOR202258,2025-04-01,FD,22110.01,Current,0.0,0.0,Active,NY,19908.53,2024-01-03
SL100407,BOR201101,2022-12-01,PI,13732.95,Current,0.0,152.19,Active,,14341.71,2022-08-11
SL101844,BOR202221,2026-08-01,PI,6350.77,30-59 DPD,45.0,0.0,Active,AL,9193.05,2023-04-26
SL100849,BOR201907,2024-02-01,PI,3109.65,Current,0.0,219.72,Active,OH,10411.16,2018-09-07
SL100797,BOR201939,2026-08-01,PI,8458.91,1-29 DPD,15.0,0.0,Active,WA,29071.05,2019-03-03
SL100799,BOR201941,11/01/2021,FP,12758.07,Current,0.0,25.0,Active,OK,12904.36,2019-08-28
SL102308,BOR200241,2024-09-01,PI,12544.17,Current,0.0,171.75,Active,WA,13918.17,2024-01-18
SL100997,BOR200464,2024-04-01,PI,10543.25,Current,0.0,214.97,Active,CO,16212.86,2018-06-24
SL100981,BOR201375,2025-04-01,PI,5613.58,1-29 DPD,15.0,0.0,Active,KY,11526.76,2019-06-17
SL100089,BOR201772,2024-09-01,PI,12635.43,Current,0.0,127.89,Active,CO,11936.57,2022-10-27
SL101989,BOR201219,2024-09-01,FD,13211.9,Current,0.0,0.0,Active,GA,12064.71,2023-10-11
SL101519,BOR200254,2026-07-01,PI,6128.95,Current,0.0,208.62,Active,SC,10218.48,2021-06-19
SL102473,BOR201139,2025-07-01,PI,13482.74,Current,0.0,207.28,Active,LA,15140.98,2024-11-22
SL100408,BOR201673,2022-11-01,PI,9911.32,Current,0.0,122.16,Active,UT,12194.07,2019-06-17
SL100699,BOR202025,06/01/2025,PI,11066.29,Current,0.0,90.51,Active,WI,10609.48,2020-11-14
SL101918,BOR201902,2022-01-01,FP,36561.02,Current,0.0,25.0,Active,GA,35892.21,2020-01-01
SL100552,BOR200762,2025-11-01,PI,7591.82,Current,0.0,91.31,Active,UT,10183.71,2021-08-10
SL101292,BOR200493,2023-04-01,FP,15226.83,Current,0.0,25.0,Active,OH,15489.56,2022-02-20
SL101616,BOR200582,2022-05-01,IO,4394.07,Current,0.0,33.45,Active,PA,4761.78,2021-02-16
SL101358,BOR201466,2024-06-01,PI,10662.5,Current,0.0,129.63,Active,NY,11051.39,2024-03-03
SL101571,BOR200203,2024-01-01,PI,5456.93,Current,0.0,65.16,Active,SC,7707.31,2019-01-16
SL102303,BOR202309,2024-12-01,PI,7739.13,Current,0.0,190.04,Active,MD,9766.33,2021-08-28
SL100958,BOR201553,2022-08-01,PI,10161.94,Current,0.0,180.42,Active,OH,13589.92,2020-02-13
SL101113,BOR202174,2022-05-01,PI,18295.59,1-29 DPD,15.0,0.0,Active,AZ,21697.28,2019-03-14
SL100736,BOR201584,2021-12-01,IO,14024.78,Current,0.0,136.65,Active,CA,14434.73,2021-09-01
SL100597,BOR200746,2026-01-01,FP,34142.96,Current,0.0,25.0,Active,OK,34410.41,2023-10-27
SL100361,BOR201320,2025-01-01,PI,3706.8,Current,0.0,58.59,Active,NC,5603.61,2019-08-20
SL101064,BOR200640,2023-06-01,IO,16064.5,Current,0.0,133.17,Active,NJ,19393.75,2021-05-11
SL100185,BOR200736,2022-02-01,PI,18101.83,Current,0.0,312.69,Active,TX,21016.04,2019-06-24
SL100050,BOR201889,2024-01-01,PI,13692.69,Current,0.0,202.73,Active,TN,16914.93,2018-06-01
SL100349,BOR200614,2022-02-01,PI,8864.75,Current,0.0,139.16,Active,KY,10570.09,2019-01-18
SL102063,BOR201244,2022-03-01,FP,8772.29,Current,0.0,25.0,Active,NY,8797.29,2022-02-01
SL101677,BOR202013,2024-12-01,PI,8483.74,Current,0.0,127.63,Active,CT,12278.92,2022-03-27
SL100695,BOR201257,2022-08-01,FD,18153.94,Current,0.0,0.0,Active,MN,17913.1,2022-06-25
SL101037,BOR201170,2025-02-01,FD,9157.68,Current,0.0,0.0,Active,TN,8527.94,2024-04-07
SL101596,BOR201152,2023-10-01,PI,7116.91,current,0.0,181.28,Active,CA,11582.72,2021-08-22
SL102068,BOR202249,2023-09-01,FD,30518.68,current,0.0,0.0,Active,MD,27850.27,2022-11-26
SL101091,BOR201004,2021-03-01,PI,22238.27,Current,0.0,457.03,Active,PA,23152.33,2020-04-26
SL101634,BOR200619,2026-05-01,PI,3104.7,Charged-Off,,0.0,Charged Off,CA,6808.87,2019-05-20
SL100832,BOR200650,2021-05-01,PI,15315.65,Current,0.0,154.49,Active,KY,15933.61,2020-09-22
SL101798,BOR201915,2024-12-01,PI,11233.0,Current,0.0,196.89,Active,MA,18321.75,2018-06-27
SL100547,BOR200138,2025-09-01,FD,16889.72,Current,0.0,0.0,Active,AZ,12233.73,2022-03-23
SL101914,BOR202275,2026-09-01,PI,2709.21,Current,0.0,194.61,Active,TX,12634.88,2019-02-16
SL100571,BOR200727,2022-05-01,IO,6968.11,Current,0.0,32.08,Active,GA,7129.81,2021-08-28
SL101743,BOR201903,2025-05-01,PI,4085.58,Current,0.0,142.46,Active,NY,9201.81,2021-04-29
SL101079,BOR201174,2026-08-01,PI,4874.34,Current,0.0,106.38,Active,WA,6595.0,2023-07-08
SL101372,BOR202290,2021-09-01,PI,17599.05,Current,0.0,185.22,Active,CA,19080.81,2020-05-02
SL101575,BOR202047,2024-12-01,FD,13981.54,Current,0.0,0.0,Active,PA,11549.03,2020-12-16
SL102478,BOR202232,2025-12-01,PI,14998.11,60-89 DPD,75.0,0.0,Active,TX,13083.75,2020-04-29
SL101157,BOR201571,2021-08-01,FD,12588.44,Current,0.0,0.0,Active,AL,12225.44,2021-04-29
SL101715,BOR200434,2022-09-01,PI,7269.18,Current,0.0,138.84,Active,CA,8543.18,2020-09-08
SL101423,BOR201128,2021-07-01,IO,14428.35,current,0.0,125.94,Active,OK,14933.18,2020-01-16
SL100674,BOR202237,2024-03-01,PI,17325.17,Charged-Off,,0.0,Charged Off,WI,20053.23,2020-06-17
SL101554,BOR201411,2026-05-01,FP,10001.58,Current,0.0,25.0,Active,GA,10326.58,2025-04-20
SL102365,BOR201078,05/01/2025,FP,21941.62,Current,0.0,25.0,Active,WA,22241.62,2024-05-10
SL101600,BOR201405,2026-04-01,PI,15863.74,Current,0.0,227.12,Active,NC,22300.55,2023-10-08
SL100042,BOR200003,2025-07-01,FD,20504.97,Current,0.0,0.0,Active,IN,19215.69,2024-10-04
SL101826,BOR201272,2024-12-01,PI,2750.93,Current,0.0,274.49,Active,IL,12535.52,2021-10-17
SL100930,BOR201245,2023-07-01,IO,6587.0,Current,0.0,30.45,Active,GA,7013.7,2022-03-30
SL101778,BOR200247,2025-09-01,FD,21662.01,Current,0.0,0.0,Active,,17695.83,2022-09-06
SL100276,BOR200486,2022-12-01,FD,9151.58,Current,0.0,0.0,Active,AL,7650.66,2021-03-15
SL100679,BOR200243,2025-08-01,PI,6757.19,Current,0.0,81.83,Active,LA,7464.48,2023-06-28
SL100787,BOR201670,2021-09-01,PI,8583.19,Current,0.0,184.53,Active,OH,9840.4,2018-08-12
SL101640,BOR200900,2025-08-01,PI,10018.74,Current,0.0,99.49,Active,UT,7388.2,2021-02-21
SL100632,BOR201073,2026-08-01,PI,6764.34,Current,0.0,161.35,Active,NJ,10152.82,2022-06-11
SL100761,BOR202053,2026-07-01,PI,9930.84,Current,0.0,149.6,Active,MN,10563.26,2023-10-17
SL100875,BOR200341,2024-01-01,PI,6875.39,Current,0.0,80.28,Active,MA,7276.79,2023-08-16
SL101811,BOR201240,2026-07-01,PI,12855.61,Current,0.0,191.83,Active,FL,18682.51,2023-11-22
SL101322,BOR200588,2022-06-01,PI,17352.32,Current,0.0,219.81,Active,MA,18323.89,2021-01-24
